TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,MONTH_NAME,TIME_OF_DAY
Theft from Vehicle,2025,5,4,0,20,6XX HAMILTON ST,Downtown,491780.0995,5458666.3543,May,Evening/Night
Theft from Vehicle,2025,5,16,19,15,6XX HAMILTON ST,Downtown,491780.0995,5458666.3543,May,Evening/Night
Theft from Vehicle,2025,6,13,19,30,6XX HAMILTON ST,Downtown,491780.0995,5458666.3543,June,Evening/Night
Theft from Vehicle,2025,6,29,16,2,6XX HAMILTON ST,Downtown,491780.0995,5458666.3543,June,Afternoon
Theft from Vehicle,2025,7,31,19,30,6XX HAMILTON ST,Downtown,491780.0995,5458666.3543,July,Evening/Night
Theft from Vehicle,2025,8,4,19,15,6XX HAMILTON ST,Downtown,491780.0995,5458666.3543,August,Evening/Night
Theft from Vehicle,2025,8,20,19,0,6XX HAMILTON ST,Downtown,491780.0995,5458666.3543,August,Evening/Night
Theft from Vehicle,2025,9,11,20,23,6XX HAMILTON ST,Downtown,491780.0995,5458666.3543,September,Evening/Night
Theft from Vehicle,2025,12,2,17,53,6XX HAMILTON ST,Downtown,491780.0995,5458666.3543,December,Afternoon
Theft from Vehicle,2025,3,29,14,30,6XX HAMILTON ST,Downtown,491814.2011,5458700.6777,March,Afternoon
Theft from Vehicle,2025,12,3,18,15,6XX HAMILTON ST,Downtown,491814.2011,5458700.6777,December,Evening/Night
Theft from Vehicle,2025,1,28,17,15,6XX HAMILTON ST,Downtown,491816.7487,5458703.2412,January,Afternoon
Theft from Vehicle,2025,4,10,14,20,6XX HAMILTON ST,Downtown,491816.7487,5458703.2412,April,Afternoon
Theft from Vehicle,2025,5,4,10,30,6XX HEATLEY AVE,Strathcona,493483.3376,5458502.5086,May,Morning
Theft from Vehicle,2025,8,27,20,1,6XX HELMCKEN ST,Downtown,491002.0063,5458316.321,August,Evening/Night
Theft from Vehicle,2025,1,16,9,45,6XX HOMER ST,Downtown,491676.3933,5458702.8347,January,Morning
Theft from Vehicle,2025,8,15,22,0,6XX HOMER ST,Downtown,491676.3933,5458702.8347,August,Evening/Night
Theft from Vehicle,2025,12,26,17,22,6XX HOMER ST,Downtown,491676.3933,5458702.8347,December,Afternoon
Theft from Vehicle,2025,1,24,14,30,6XX HOMER ST,Downtown,491743.9877,5458771.2913,January,Afternoon
Theft from Vehicle,2025,2,17,10,30,6XX HOMER ST,Downtown,491743.9877,5458771.2913,February,Morning
Theft from Vehicle,2025,3,10,13,30,6XX HOMER ST,Downtown,491743.9877,5458771.2913,March,Afternoon
Theft from Vehicle,2025,5,28,18,0,6XX HOMER ST,Downtown,491743.9877,5458771.2913,May,Evening/Night
Theft from Vehicle,2025,8,28,19,30,6XX HOMER ST,Downtown,491743.9877,5458771.2913,August,Evening/Night
Theft from Vehicle,2025,12,13,12,59,6XX HOMER ST,Downtown,491743.9877,5458771.2913,December,Afternoon
Theft from Vehicle,2025,3,3,12,0,6XX HORNBY ST,Downtown,491339.3845,5459086.7342,March,Afternoon
Theft from Vehicle,2025,10,23,23,0,6XX HORNBY ST,Downtown,491339.3845,5459086.7342,October,Evening/Night
Theft from Vehicle,2025,2,13,20,30,6XX HORNBY ST,Downtown,491390.2582,5459124.4651,February,Evening/Night
Theft from Vehicle,2025,2,23,7,9,6XX HORNBY ST,Downtown,491390.2582,5459124.4651,February,Morning
Theft from Vehicle,2025,6,10,16,34,6XX HORNBY ST,Downtown,491390.2582,5459124.4651,June,Afternoon
Theft from Vehicle,2025,2,10,20,0,6XX HORNBY ST,Downtown,491392.8038,5459126.999,February,Evening/Night
Theft from Vehicle,2025,4,1,19,28,6XX HORNBY ST,Downtown,491392.8038,5459126.999,April,Evening/Night
Theft from Vehicle,2025,4,12,21,30,6XX HORNBY ST,Downtown,491392.8038,5459126.999,April,Evening/Night
Theft from Vehicle,2025,4,27,22,0,6XX HORNBY ST,Downtown,491392.8038,5459126.999,April,Evening/Night
Theft from Vehicle,2025,12,5,13,0,6XX HOWE ST,Downtown,491401.191,5458996.8206,December,Afternoon
Theft from Vehicle,2025,5,20,14,0,6XX HOWE ST,Downtown,491402.0048,5459010.4004,May,Afternoon
Theft from Vehicle,2025,1,24,8,0,6XX HOWE ST,Downtown,491402.27,5459010.6594,January,Morning
Theft from Vehicle,2025,2,15,12,43,6XX HOWE ST,Downtown,491438.5449,5459033.3305,February,Afternoon
Theft from Vehicle,2025,3,6,11,15,6XX HOWE ST,Downtown,491438.5449,5459033.3305,March,Morning
Theft from Vehicle,2025,4,6,19,18,6XX HOWE ST,Downtown,491438.5449,5459033.3305,April,Evening/Night
Theft from Vehicle,2025,4,18,17,41,6XX HOWE ST,Downtown,491438.5449,5459033.3305,April,Afternoon
Theft from Vehicle,2025,4,19,13,0,6XX HOWE ST,Downtown,491438.5449,5459033.3305,April,Afternoon
Theft from Vehicle,2025,5,3,11,0,6XX HOWE ST,Downtown,491438.5449,5459033.3305,May,Morning
Theft from Vehicle,2025,8,9,18,33,6XX HOWE ST,Downtown,491438.5449,5459033.3305,August,Evening/Night
Theft from Vehicle,2025,11,14,21,0,6XX JACKSON AVE,Strathcona,493192.4233,5458455.6899,November,Evening/Night
Theft from Vehicle,2025,11,15,1,0,6XX JACKSON AVE,Strathcona,493203.2007,5458511.424,November,Evening/Night
Theft from Vehicle,2025,6,30,22,26,6XX JERVIS ST,Downtown,490844.2319,5459562.0903,June,Evening/Night
Theft from Vehicle,2025,12,6,21,0,6XX JERVIS ST,Downtown,490846.6255,5459564.5928,December,Evening/Night
Theft from Vehicle,2025,3,6,18,0,6XX KEEFER ST,Strathcona,493347.0135,5458507.6401,March,Evening/Night
Theft from Vehicle,2025,10,27,18,30,6XX KEEFER ST,Strathcona,493347.1272,5458507.6379,October,Evening/Night
Theft from Vehicle,2025,10,13,9,42,6XX LEG IN BOOT SQ,Fairview,491339.423,5457217.1321,October,Morning
Theft from Vehicle,2025,11,1,18,0,6XX LEG IN BOOT SQ,Fairview,491340.0692,5457186.5326,November,Evening/Night
Theft from Vehicle,2025,8,11,17,36,6XX MILLBANK ST [IFO 686 MILLBANK ST],Fairview,491401.1156,5457334.5573,August,Afternoon
Theft from Vehicle,2025,1,6,16,0,6XX MOBERLY RD,Fairview,491392.8359,5457133.1464,January,Afternoon
Theft from Vehicle,2025,6,10,11,30,6XX MOBERLY RD,Fairview,491392.8359,5457133.1464,June,Morning
Theft from Vehicle,2025,3,18,18,0,6XX NELSON ST,Downtown,491081.6912,5458470.7644,March,Evening/Night
Theft from Vehicle,2025,2,8,21,30,6XX NELSON ST,Downtown,491081.7,5458470.7554,February,Evening/Night
Theft from Vehicle,2025,5,19,1,0,6XX PACIFIC BLVD,Downtown,492086.1493,5458246.7755,May,Evening/Night
Theft from Vehicle,2025,4,4,7,13,6XX PACIFIC BLVD,Downtown,492163.9606,5458264.1541,April,Morning
Theft from Vehicle,2025,9,17,13,30,6XX PIPELINE RD,Stanley Park,490133.2624,5460757.8149,September,Afternoon
Theft from Vehicle,2025,2,15,1,0,7XX ALEXANDER ST,Strathcona,493504.4043,5459016.1844,February,Evening/Night
Theft from Vehicle,2025,12,15,18,30,7XX ALEXANDER ST,Strathcona,493507.8831,5459016.1188,December,Evening/Night
Theft from Vehicle,2025,7,28,0,0,7XX BEATTY ST,Downtown,491743.5451,5458360.1572,July,Evening/Night
Theft from Vehicle,2025,7,11,19,50,7XX BEATTY ST,Downtown,491789.2839,5458405.893,July,Evening/Night
Theft from Vehicle,2025,9,19,13,0,7XX BEATTY ST,Downtown,491812.2774,5458415.9544,September,Afternoon
Theft from Vehicle,2025,9,19,17,0,7XX BEATTY ST,Downtown,491812.2774,5458415.9544,September,Afternoon
Theft from Vehicle,2025,2,5,18,0,7XX BROUGHTON ST,West End,490622.2132,5459545.8054,February,Evening/Night
Theft from Vehicle,2025,4,14,19,0,7XX BROUGHTON ST,West End,490622.2132,5459545.8054,April,Evening/Night
Theft from Vehicle,2025,8,22,23,30,7XX BROUGHTON ST,West End,490677.5329,5459587.2054,August,Evening/Night
Theft from Vehicle,2025,2,5,16,0,7XX BURRARD ST,West End,491087.169,5458979.2739,February,Afternoon
Theft from Vehicle,2025,1,12,15,12,7XX BURRARD ST,West End,491089.0068,5458981.0764,January,Afternoon
Theft from Vehicle,2025,1,2,19,50,7XX BURRARD ST,West End,491107.1134,5458998.8356,January,Evening/Night
Theft from Vehicle,2025,1,2,22,14,7XX BURRARD ST,West End,491107.1134,5458998.8356,January,Evening/Night
Theft from Vehicle,2025,3,12,18,0,7XX BURRARD ST,West End,491107.1134,5458998.8356,March,Evening/Night
Theft from Vehicle,2025,5,5,5,10,7XX BURRARD ST,West End,491107.1134,5458998.8356,May,Morning
Theft from Vehicle,2025,5,13,19,0,7XX BURRARD ST,West End,491107.1134,5458998.8356,May,Evening/Night
Theft from Vehicle,2025,7,1,20,15,7XX BURRARD ST,West End,491107.1134,5458998.8356,July,Evening/Night
Theft from Vehicle,2025,12,10,20,27,7XX BURRARD ST,West End,491107.1134,5458998.8356,December,Evening/Night
Theft from Vehicle,2025,1,10,22,15,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,January,Evening/Night
Theft from Vehicle,2025,1,10,23,23,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,January,Evening/Night
Theft from Vehicle,2025,1,11,19,0,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,January,Evening/Night
Theft from Vehicle,2025,1,13,11,0,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,January,Morning
Theft from Vehicle,2025,1,20,9,10,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,January,Morning
Theft from Vehicle,2025,1,22,19,0,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,January,Evening/Night
Theft from Vehicle,2025,2,4,20,30,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,February,Evening/Night
Theft from Vehicle,2025,2,14,10,30,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,February,Morning
Theft from Vehicle,2025,2,18,15,7,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,February,Afternoon
Theft from Vehicle,2025,3,6,18,30,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,March,Evening/Night
Theft from Vehicle,2025,3,7,10,24,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,March,Morning
Theft from Vehicle,2025,3,21,19,30,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,March,Evening/Night
Theft from Vehicle,2025,4,3,23,0,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,April,Evening/Night
Theft from Vehicle,2025,4,7,17,26,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,April,Afternoon
Theft from Vehicle,2025,4,13,18,30,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,April,Evening/Night
Theft from Vehicle,2025,4,27,16,33,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,April,Afternoon
Theft from Vehicle,2025,5,4,20,45,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,May,Evening/Night
Theft from Vehicle,2025,5,7,22,19,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,May,Evening/Night
Theft from Vehicle,2025,5,25,14,0,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,May,Afternoon
Theft from Vehicle,2025,5,31,17,40,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,May,Afternoon
Theft from Vehicle,2025,6,5,8,35,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,June,Morning
Theft from Vehicle,2025,6,6,21,45,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,June,Evening/Night
Theft from Vehicle,2025,6,17,22,26,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,June,Evening/Night
Theft from Vehicle,2025,6,18,17,0,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,June,Afternoon
Theft from Vehicle,2025,7,10,21,23,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,July,Evening/Night
Theft from Vehicle,2025,7,22,20,36,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,July,Evening/Night
Theft from Vehicle,2025,7,29,11,56,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,July,Morning
Theft from Vehicle,2025,8,4,19,15,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,August,Evening/Night
Theft from Vehicle,2025,8,5,7,41,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,August,Morning
Theft from Vehicle,2025,8,24,12,0,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,August,Afternoon
Theft from Vehicle,2025,9,6,14,0,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,September,Afternoon
Theft from Vehicle,2025,9,9,20,10,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,September,Evening/Night
Theft from Vehicle,2025,9,10,21,2,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,September,Evening/Night
Theft from Vehicle,2025,9,11,17,58,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,September,Afternoon
Theft from Vehicle,2025,9,14,15,30,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,September,Afternoon
Theft from Vehicle,2025,9,28,17,0,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,September,Afternoon
Theft from Vehicle,2025,9,29,18,30,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,September,Evening/Night
Theft from Vehicle,2025,10,10,16,45,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,October,Afternoon
Theft from Vehicle,2025,10,12,20,30,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,October,Evening/Night
Theft from Vehicle,2025,10,26,19,22,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,October,Evening/Night
Theft from Vehicle,2025,11,3,10,0,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,November,Morning
Theft from Vehicle,2025,11,23,9,38,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,November,Morning
Theft from Vehicle,2025,12,7,18,25,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,December,Evening/Night
Theft from Vehicle,2025,12,28,5,53,6X W CORDOVA ST,Downtown,492301.0188,5458898.0096,December,Morning
Theft from Vehicle,2025,8,5,9,20,6XX ABBOTT ST,Downtown,492166.4427,5458454.6056,August,Morning
Theft from Vehicle,2025,12,13,21,0,6XX ABBOTT ST,Downtown,492166.4427,5458454.6056,December,Evening/Night
Theft from Vehicle,2025,8,22,7,0,6XX ABBOTT ST,Downtown,492175.5864,5458454.528,August,Morning
Theft from Vehicle,2025,8,30,16,15,6XX ABBOTT ST,Downtown,492175.5864,5458454.528,August,Afternoon
Theft from Vehicle,2025,12,23,17,45,6XX ABBOTT ST,Downtown,492175.5864,5458454.528,December,Afternoon
Theft from Vehicle,2025,12,2,10,0,6XX ABBOTT ST,Downtown,492176.4182,5458552.5976,December,Morning
Theft from Vehicle,2025,3,6,19,0,6XX ALEXANDER ST,Strathcona,493338.8789,5459021.3636,March,Evening/Night
Theft from Vehicle,2025,12,24,17,30,6XX ALEXANDER ST,Strathcona,493338.8789,5459021.3636,December,Afternoon
Theft from Vehicle,2025,1,9,7,0,6XX ALEXANDER ST,Strathcona,493341.2846,5459021.277,January,Morning
Theft from Vehicle,2025,9,8,17,0,6XX ALEXANDER ST,Strathcona,493341.2846,5459021.277,September,Afternoon
Theft from Vehicle,2025,10,2,20,0,6XX ALEXANDER ST,Strathcona,493341.2846,5459021.277,October,Evening/Night
Theft from Vehicle,2025,11,1,21,12,6XX ALEXANDER ST,Strathcona,493362.2884,5459029.6987,November,Evening/Night
Theft from Vehicle,2025,11,6,15,0,6XX ALEXANDER ST,Strathcona,493362.2884,5459029.6987,November,Afternoon
Theft from Vehicle,2025,4,22,22,0,6XX BEACH CRES,Downtown,490551.8444,5457860.2574,April,Evening/Night
Theft from Vehicle,2025,7,26,20,30,6XX BEACH CRES,Downtown,490551.8444,5457860.2574,July,Evening/Night
Theft from Vehicle,2025,8,3,22,37,6XX BURRARD ST,Downtown,491278.6732,5459176.8304,August,Evening/Night
Theft from Vehicle,2025,1,18,22,0,6XX BURRARD ST,Downtown,491279.2096,5459177.4159,January,Evening/Night
Theft from Vehicle,2025,3,30,15,30,6XX BURRARD ST,Downtown,491279.2096,5459177.4159,March,Afternoon
Theft from Vehicle,2025,5,30,21,0,6XX BUTE ST,Downtown,490967.721,5459456.2795,May,Evening/Night
Theft from Vehicle,2025,8,19,17,28,6XX BUTE ST,Downtown,490967.721,5459456.2795,August,Afternoon
Theft from Vehicle,2025,8,21,18,0,6XX BUTE ST,Downtown,490970.7905,5459459.2402,August,Evening/Night
Theft from Vehicle,2025,4,4,19,0,6XX CAMBIE ST,Downtown,491780.1032,5458526.6583,April,Evening/Night
Theft from Vehicle,2025,8,4,19,50,6XX CAMBIE ST,Downtown,491780.1032,5458526.6583,August,Evening/Night
Theft from Vehicle,2025,9,20,9,30,6XX CAMBIE ST,Downtown,491780.1032,5458526.6583,September,Morning
Theft from Vehicle,2025,6,16,20,0,6XX SEMLIN DR,Grandview-Woodland,495371.7159,5458485.7867,June,Evening/Night
Theft from Vehicle,2025,7,6,12,30,6XX SEYMOUR ST,Downtown,491520.6507,5458826.4213,July,Afternoon
Theft from Vehicle,2025,1,9,19,0,6XX SEYMOUR ST,Downtown,491521.0626,5458826.8435,January,Evening/Night
Theft from Vehicle,2025,3,9,19,30,6XX SEYMOUR ST,Downtown,491521.0626,5458826.8435,March,Evening/Night
Theft from Vehicle,2025,6,4,18,0,6XX SEYMOUR ST,Downtown,491521.0626,5458826.8435,June,Evening/Night
Theft from Vehicle,2025,2,8,17,30,6XX SEYMOUR ST,Downtown,491609.0732,5458916.0522,February,Afternoon
Theft from Vehicle,2025,3,13,18,0,6XX SEYMOUR ST,Downtown,491609.0732,5458916.0522,March,Evening/Night
Theft from Vehicle,2025,5,1,15,0,6XX SEYMOUR ST,Downtown,491609.0732,5458916.0522,May,Afternoon
Theft from Vehicle,2025,5,23,22,0,6XX SEYMOUR ST,Downtown,491609.0732,5458916.0522,May,Evening/Night
Theft from Vehicle,2025,5,30,14,30,6XX SEYMOUR ST,Downtown,491609.0732,5458916.0522,May,Afternoon
Theft from Vehicle,2025,12,29,4,0,6XX SEYMOUR ST,Downtown,491609.0732,5458916.0522,December,Morning
Theft from Vehicle,2025,2,28,18,0,6XX SEYMOUR ST,Downtown,491609.751,5458916.7392,February,Evening/Night
Theft from Vehicle,2025,6,6,17,0,6XX SLOCAN ST,Hastings-Sunrise,496415.959,5458481.2998,June,Afternoon
Theft from Vehicle,2025,7,5,10,35,6XX SMITHE ST,Downtown,491210.727,5458577.098,July,Morning
Theft from Vehicle,2025,4,10,18,0,6XX SMITHE ST,Downtown,491223.0643,5458577.3379,April,Evening/Night
Theft from Vehicle,2025,9,9,5,25,6XX ST REGIS LANE,Downtown,491573.5151,5458952.7971,September,Morning
Theft from Vehicle,2025,7,1,0,1,6XX STAMPS LAND,Fairview,491400.533,5457344.4868,July,Evening/Night
Theft from Vehicle,2025,9,30,12,15,6XX TERMINAL AVE,Strathcona,493476.5965,5457604.0221,September,Afternoon
Theft from Vehicle,2025,5,12,13,26,6XX THURLOW ST,Downtown,491127.9178,5459301.2101,May,Afternoon
Theft from Vehicle,2025,6,15,23,30,6XX THURLOW ST,Downtown,491127.9178,5459301.2101,June,Evening/Night
Theft from Vehicle,2025,8,13,20,40,6XX THURLOW ST,Downtown,491127.9178,5459301.2101,August,Evening/Night
Theft from Vehicle,2025,6,30,22,0,6XX UNION ST,Strathcona,493340.9834,5458305.793,June,Evening/Night
Theft from Vehicle,2025,7,22,11,48,6XX W 16TH AVE,Fairview,491355.8837,5456032.5948,July,Morning
Theft from Vehicle,2025,3,12,20,0,6XX W 17TH AVE,South Cambie,491292.3775,5455927.7889,March,Evening/Night
Theft from Vehicle,2025,8,10,19,0,6XX W 17TH AVE,South Cambie,491316.6476,5455936.2314,August,Evening/Night
Theft from Vehicle,2025,5,7,0,0,6XX W 17TH AVE,South Cambie,491398.9721,5455924.676,May,Evening/Night
Theft from Vehicle,2025,5,7,8,58,6XX W 19TH AVE,South Cambie,491392.493,5455723.2353,May,Morning
Theft from Vehicle,2025,9,4,0,0,6XX W 19TH AVE,South Cambie,491392.493,5455723.2353,September,Evening/Night
Theft from Vehicle,2025,5,26,0,0,6XX W 20TH AVE,South Cambie,491278.2192,5455636.3415,May,Evening/Night
Theft from Vehicle,2025,7,26,22,0,6XX W 26TH AVE,South Cambie,491259.4276,5455039.8892,July,Evening/Night
Theft from Vehicle,2025,3,27,15,0,6XX W 26TH AVE,South Cambie,491371.1012,5455027.5131,March,Afternoon
Theft from Vehicle,2025,9,4,10,0,6XX W 28TH AVE,South Cambie,491365.6635,5454823.4706,September,Morning
Theft from Vehicle,2025,11,28,5,53,6XX W 52ND AVE,Oakridge,491367.5857,5452306.3638,November,Morning
Theft from Vehicle,2025,8,28,17,30,7XX HAMILTON ST,Downtown,491686.9924,5458572.7761,August,Afternoon
Theft from Vehicle,2025,9,3,8,0,7XX HAMILTON ST,Downtown,491686.9924,5458572.7761,September,Morning
Theft from Vehicle,2025,11,25,20,0,7XX HEATLEY AVE,Strathcona,493483.0057,5458402.6844,November,Evening/Night
Theft from Vehicle,2025,3,7,17,20,7XX HELMCKEN ST,Downtown,490885.8247,5458446.2817,March,Afternoon
Theft from Vehicle,2025,4,26,11,0,7XX HELMCKEN ST,Downtown,490885.8247,5458446.2817,April,Morning
Theft from Vehicle,2025,5,15,22,15,7XX HELMCKEN ST,Downtown,490885.8247,5458446.2817,May,Evening/Night
Theft from Vehicle,2025,6,6,23,0,7XX HELMCKEN ST,Downtown,490885.8247,5458446.2817,June,Evening/Night
Theft from Vehicle,2025,11,20,20,0,7XX HELMCKEN ST,Downtown,490887.4707,5458444.6825,November,Evening/Night
Theft from Vehicle,2025,12,26,23,0,7XX HELMCKEN ST,Downtown,490914.6319,5458418.2968,December,Evening/Night
Theft from Vehicle,2025,8,18,8,30,7XX HELMCKEN ST,Downtown,490915.5312,5458417.4227,August,Morning
Theft from Vehicle,2025,12,30,15,17,7XX HELMCKEN ST,Downtown,490915.5312,5458417.4227,December,Afternoon
Theft from Vehicle,2025,8,8,14,0,7XX HELMCKEN ST,Downtown,490929.9894,5458390.6295,August,Afternoon
Theft from Vehicle,2025,8,13,12,25,7XX HELMCKEN ST,Downtown,490929.9894,5458390.6295,August,Afternoon
Theft from Vehicle,2025,8,25,16,41,7XX HELMCKEN ST,Downtown,490929.9894,5458390.6295,August,Afternoon
Theft from Vehicle,2025,12,9,19,40,7XX HELMCKEN ST,Downtown,490929.9894,5458390.6295,December,Evening/Night
Theft from Vehicle,2025,10,15,20,30,7XX HELMCKEN ST,Downtown,490932.5209,5458388.1695,October,Evening/Night
Theft from Vehicle,2025,10,4,21,18,7XX HOMER ST,Downtown,491618.129,5458643.8914,October,Evening/Night
Theft from Vehicle,2025,1,3,9,35,7XX HORNBY ST,Downtown,491170.6499,5458916.7921,January,Morning
Theft from Vehicle,2025,5,11,19,0,7XX HORNBY ST,Downtown,491170.6499,5458916.7921,May,Evening/Night
Theft from Vehicle,2025,5,27,14,0,7XX HORNBY ST,Downtown,491170.6499,5458916.7921,May,Afternoon
Theft from Vehicle,2025,1,3,18,0,7XX HORNBY ST,Downtown,491171.9882,5458918.1538,January,Evening/Night
Theft from Vehicle,2025,1,5,13,42,7XX HORNBY ST,Downtown,491171.9882,5458918.1538,January,Afternoon
Theft from Vehicle,2025,1,20,10,0,7XX HORNBY ST,Downtown,491171.9882,5458918.1538,January,Morning
Theft from Vehicle,2025,1,21,7,30,7XX HORNBY ST,Downtown,491171.9882,5458918.1538,January,Morning
Theft from Vehicle,2025,1,22,22,56,7XX HORNBY ST,Downtown,491171.9882,5458918.1538,January,Evening/Night
Theft from Vehicle,2025,3,21,23,50,7XX HORNBY ST,Downtown,491171.9882,5458918.1538,March,Evening/Night
Theft from Vehicle,2025,3,30,15,30,7XX HORNBY ST,Downtown,491171.9882,5458918.1538,March,Afternoon
Theft from Vehicle,2025,4,12,18,48,7XX HORNBY ST,Downtown,491171.9882,5458918.1538,April,Evening/Night
Theft from Vehicle,2025,5,17,18,0,7XX HORNBY ST,Downtown,491171.9882,5458918.1538,May,Evening/Night
Theft from Vehicle,2025,5,31,19,56,7XX HORNBY ST,Downtown,491171.9882,5458918.1538,May,Evening/Night
Theft from Vehicle,2025,6,20,22,0,7XX HORNBY ST,Downtown,491171.9882,5458918.1538,June,Evening/Night
Theft from Vehicle,2025,11,18,11,55,7XX HORNBY ST,Downtown,491171.9882,5458918.1538,November,Morning
Theft from Vehicle,2025,11,23,9,0,7XX HORNBY ST,Downtown,491171.9882,5458918.1538,November,Morning
Theft from Vehicle,2025,10,9,19,6,7XX HORNBY ST,Downtown,491186.9616,5458933.3815,October,Evening/Night
Theft from Vehicle,2025,3,22,0,0,7XX HORNBY ST,Downtown,491263.2895,5458997.968,March,Evening/Night
Theft from Vehicle,2025,4,2,1,49,7XX HORNBY ST,Downtown,491263.2895,5458997.968,April,Evening/Night
Theft from Vehicle,2025,2,2,22,45,7XX HOWE ST,Downtown,491331.4322,5458928.4622,February,Evening/Night
Theft from Vehicle,2025,2,11,20,0,7XX HOWE ST,Downtown,491333.8896,5458930.9314,February,Evening/Night
Theft from Vehicle,2025,5,22,0,0,7XX HOWE ST,Downtown,491333.8896,5458930.9314,May,Evening/Night
Theft from Vehicle,2025,11,23,12,0,7XX JACKSON AVE,Strathcona,493189.3269,5458352.2647,November,Afternoon
Theft from Vehicle,2025,5,11,14,1,7XX JACKSON AVE,Strathcona,493191.0107,5458407.7557,May,Afternoon
Theft from Vehicle,2025,11,14,17,0,7XX JACKSON AVE,Strathcona,493191.0107,5458407.7557,November,Afternoon
Theft from Vehicle,2025,11,15,17,0,7XX JACKSON AVE,Strathcona,493191.1087,5458410.985,November,Afternoon
Theft from Vehicle,2025,5,17,23,0,7XX JACKSON AVE,Strathcona,493200.2628,5458411.1778,May,Evening/Night
Theft from Vehicle,2025,4,26,17,20,7XX JERVIS ST,West End,490661.1763,5459384.5721,April,Afternoon
Theft from Vehicle,2025,5,20,22,30,7XX JERVIS ST,West End,490774.9235,5459489.624,May,Evening/Night
Theft from Vehicle,2025,10,17,4,10,7XX KASLO ST,Hastings-Sunrise,496606.9917,5458387.6994,October,Morning
Theft from Vehicle,2025,8,26,17,0,7XX KEEFER ST,Strathcona,493490.209,5458505.4227,August,Afternoon
Theft from Vehicle,2025,9,8,5,31,7XX KEEFER ST,Strathcona,493490.209,5458505.4227,September,Morning
Theft from Vehicle,2025,11,2,12,30,7XX KEEFER ST,Strathcona,493490.209,5458505.4227,November,Afternoon
Theft from Vehicle,2025,8,22,23,30,7XX KOOTENAY ST,Hastings-Sunrise,498133.2869,5458372.3927,August,Evening/Night
Theft from Vehicle,2025,8,21,6,45,7XX MAIN ST,Strathcona,492747.661,5458425.5617,August,Morning
Theft from Vehicle,2025,11,3,6,0,7XX MILLYARD ST,Fairview,491224.0966,5457131.7551,November,Morning
Theft from Vehicle,2025,7,13,6,0,7XX NATIONAL AVE,Strathcona,493654.4629,5457775.9489,July,Morning
Theft from Vehicle,2025,10,16,23,0,7XX NICOLA ST,West End,490592.1057,5459673.964,October,Evening/Night
Theft from Vehicle,2025,4,22,23,0,7XX PACIFIC BLVD,Downtown,491969.6723,5458156.549,April,Evening/Night
Theft from Vehicle,2025,8,19,9,0,7XX PACIFIC BLVD,Downtown,491969.6723,5458156.549,August,Morning
Theft from Vehicle,2025,8,17,22,0,7XX PACIFIC BLVD,Downtown,491970.8693,5458157.5031,August,Evening/Night
